story_id,n_authors,seed_handle,seed_followers,seed_suspicion,seed_in_coord,fringe_seeded,picked_up_by_big,big_handle,lag_to_big_h,early_in_coord,text
963,3,K24Tv,3217136.0,0.17,False,False,True,K24Tv,0.0,0,"Gov. Kang'ata: It is true that, Wamunyoro is the voice of that region, in terms of his political impact.
#K24U"
964,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"A 52-year-old man who was abducted from his home in Homa Bay County has been found dead.

Paul Otieno Odongo w"
965,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The commissioning of the newly completed Trans-Nzoia County Assembly's Wellness and Committee Services Centre 
966,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Kenya's insurers are increasingly combining investment products with health and life cover to boost insurance 
967,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"The Government has defended ongoing reforms to the national identification card registration process, saying t"
968,2,AfricaFactsZone,1368168.0,0.021,False,False,True,AfricaFactsZone,0.0,0,Kenya has overtaken Egypt to become Africa's largest producer of milk with 5.4 billion liters annually.
969,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Kisumu Deputy Governor's home broken into, tablet allegedly used to monitor revenue collection stolen; Kisumu "
970,2,Kibet_bull,161164.0,0.162,True,False,True,Kibet_bull,0.0,1,"Linda Mwananchi being stoned in Keumbu Kisii. Police walikuwa wanasimamia goons to stone the cars. 

I heard Z"
971,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,The government has cleared Sh225.4 million for disbursement to protest victims under its second phase of compe
972,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Argentina were given a huge scare before ending Cape Verde's fairytale run as Lionel Messi netted his 20th Wor
973,2,TapherNamende,,,False,False,False,,,0,"Tarehe kama ya leo mwaka 1776, Marekani ilitangaza uhuru wake kutoka kwa Uingereza (Great Britain) kupitia Azi"
974,2,Mike_Kutola,9140.0,0.11,False,False,True,moneyacademyKE,22.7,0,"A Bill before Parliament seeks to force ISPs to assign every subscriber a unique internet meter number, track "
975,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Forgotten victims: Why Kenya is overhauling its justice system https://t.co/5Uax9micbf
976,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,How Zilizopendwa old-school rhumba classics are reshaping Kenya’s school music https://t.co/QDWLiSAsmp
977,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"The National Police Service (NPS) has rejected allegations linking its officers to abductions, describing the "
978,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"#FIFAWorldCup:
🇨🇦 Canada head to Houston to face Morocco 🇲🇦 in a historic Round of 16 showdown, while 🇵🇾 Parag"
979,2,kuffkaffkweff,3631.0,0.143,False,False,False,,,0,Thank God for Raila Odinga's death juu alot of Kenyan politicians are nothing without the backing of the old m
980,2,Rixviv,5175.0,0.095,False,False,False,,,0,Wake me up in Sept 2027 after Ruto goes to kamiti
981,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Watchdog on the spot as fake ARVs, HIV kits and Viagra infiltrate Kenya https://t.co/3uthKGbZI7"
982,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"The High Court has struck out a petition seeking to nullify the Finance Act, 2026 and the Appropriations Act, "
983,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Trial for Bundibugyo Ebola treatment starts in DRC, WHO say https://t.co/eFHVdAjmLx"
984,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Turn your Sunday into an Italian celebration! 🇮🇹🍝

Join us for Gemma's Sunday Brunch featuring:
 🎶 Live Band
 "
985,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Parents demand Sh36m for girl crushed to death while cycling

https://t.co/xoAHYSFiKh"
986,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"OPINION: Kenya is a colony of Bretton Woods system despite sovereignty claims

https://t.co/h1WAhEkoJq"
987,2,K24Tv,3217136.0,0.17,False,False,True,K24Tv,0.0,0,Kenya Kwanza Western Leaders Seek 2032 Presidential Backing https://t.co/vzx3oik0BQ
988,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,A bitter legal battle over the management of the late Simeon Nyachae’s vast business empire has taken a dramat
989,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"“Honestly, I don’t think I’m coming back. Nimechoka na barabara.”

There is something so therapeutic about the"
990,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Did you know that small decisions you make every day can have a big impact on your health?

Every week, you'll"
991,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"EDITORIAL: Heads should roll over payroll heist in Public Service

https://t.co/ctV0xMrwea"
992,2,UncleBillz,19148.0,0.229,False,False,False,,,0,🚨 The Uganda Law Society is asking the High Court to let Martha Karua appear virtually in Dr. Kiiza Besigye's 
993,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"OPINION: Technology should help publishers refine their literary product offerings

https://t.co/UmlypaOhiX"
994,2,UncleBillz,19148.0,0.229,False,False,False,,,0,🚨 Dr. Kizza Besigye also says he won't return to court until his full defense team is restored. He appeared wi
995,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,A fragile return to calm in the Gulf is set to test whether Kenya’s multibillion-dollar Lamu Port has secured 
996,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Ex-students expose invasive body searches and abuse masked as discipline

https://t.co/tYNPST2EUD"
997,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"KAMOTHO WAIGANJO: Why it's tough season for those living outside their motherland

https://t.co/PKf60vGcGn"
998,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Investors plan new Sh1.46bn Siaya sugar factory https://t.co/iGwpM6gk30
999,2,jmuragengunjiri,5171.0,0.038,False,False,False,,,0,Riggy G hits the Star newspaper being run by National Intelligence Service for running fake newspaper headline
1000,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"HOUGHTON IRUNGU: When will abductions and police brutality come to an end?

https://t.co/LgXuJLPwA2"
1001,2,tv47digital,4173.0,0.201,False,False,False,,,0,"IEBC SOUNDS ALARM OVER POLITICAL VIOLENCE:

Political violence threatens credibility of 2027 elections,

IEBC "
1002,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,National Assembly Speaker Moses Wetang'ula has called for national unity and peaceful coexistence as leaders a
1003,2,rider_vinnie,1134.0,0.183,True,False,False,,,2,Gachagua is saying the opposition's presidential candidate will remain a closely guarded secret until the last
1004,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"The world knows how to stop violence against women. So, why isn't it working? #NationGender 
https://t.co/mLzv"
1005,2,UndercoverKe,6470.0,0.031,False,False,False,,,0,"@LarryMadowo No worries. Next year, Cape Verde, Morocco, Egypt, DR Congo, Senegal, Ghana... will all be in Ken"
1006,2,PloSigei,20026.0,0.107,False,False,False,,,0,"BREAKING NEWS!

The Jubilee candidate for Ol Kalou Constituency has officially withdrawn from the race and thr"
1007,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"OPINION: Ruto and Muhoozi media fight has a silver lining

https://t.co/GH4BUsUvim"
1008,2,jmuragengunjiri,5171.0,0.038,False,False,False,,,0,Riggy G's comeback to Murkomen for threatening to lock him in police cell. Ati cell ni kama hoteli. Hii haina 
1009,2,Joshtety,5162.0,0.219,False,False,False,,,0,😂 All we are saying is that Kithure Kindiki must be Kaongo's running mate. Na bado ni Wantam
1010,2,KBCChannel1,937904.0,0.155,False,False,True,KBCChannel1,0.0,0,"USHIRIKA DAY FETE

Kindiki: President William Ruto set to assent to the Cooperatives Bill

Kindiki says new la"
1011,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Medical expenses became the most pressing need for members of savings cooperatives in the year that ended on M
1012,2,obadiah83200,159.0,0.128,True,True,False,,,1,@AbelAbelheldy @Kenyans There is nobody reffered to wamunyoro in Kenya
1013,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"The national under-17 girls’ football team, the Junior Starlets, held their final training session today at Lu"
1014,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"OPINION: Fathers have gone missing, the boy child is endangered

https://t.co/yFtgFMoxKo"
1015,2,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,I don't expect Kalonzo or Muturi to start valuing shares because they don't have that capacity - CS Mbadi http
1016,2,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,Neighbours from surrounding countries will come to see what the Talanta Stadium looks like. It is a stadium co
1017,2,GitobuKiogora,2258.0,0.247,False,False,False,,,0,Rais Mchapa Kazi government this financial year has set aside Sh29.4 billion to complete 39 sports stadia acro
1018,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Ruto allies back second term, hint at 2032 succession plan https://t.co/XiRSZAmzQi"
1019,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Iran has begun its massive six‑day state funeral rites for their former supreme leader Ayatollah Ali Khamenei,"
1020,2,EduuEduu5,1199.0,0.263,False,False,False,,,0,"Critics can keep talking, but the results are clear. Millions of Kenyans are benefiting from projects delivere"
1021,2,Obuchunju,15980.0,0.125,False,False,True,KenyanSays,0.0,0,"Edwin Sifuna questions how Didmus Barasa can be a governor of his home county, arguing that Bungoma deserves b"
1022,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"On December 16, last year, eight-year-old Aisha Faysal Mohamed was happily riding her bicycle at the Mugoya Es"
1023,2,Obuchunju,15980.0,0.125,False,False,True,HammerHamm026,6.2,0,Edwin Sifuna~ Ruto is manufacturing victims of police violence faster than he can compensate them. https://t.c
1024,2,Matteo_denby,19413.0,0.176,False,False,False,,,0,The economic revival of Ol Kalou is non-negotiable. CS William Kabogo is set to introduce structural reforms t
1025,2,hillary001_,16319.0,0.23,False,False,False,,,0,Water projects are bringing lasting relief to families by improving access to clean and reliable water through
1026,2,IsraelJan88661,146.0,0.197,False,True,True,Kibet_bull,234.2,1,@ouma_neko Kalonzo Should retire from Politics now. Let others lead.
1027,2,Plugtv_kenya,789.0,0.028,False,True,False,,,0,Democracy for the Citizens Party (DCP) leader Rigathi Gachagua has said the opposition will not announce its p
1028,2,MrKipkalya,49156.0,0.039,False,False,True,Kibet_bull,193.1,1,"@kipmurkomen and his incompetent team are happy to look the other as pro-government goons, supervised by the p"
1029,2,unbwog567155386,169.0,0.337,True,True,False,,,1,@Kenyans Moi did. And we don’t eat stadiums. And Kasongo is Wantam!
1030,2,UzalendoNews_KE,8018.0,0.137,False,False,False,,,0,‘Nafuata Sifuna Kwa Sababu He Has a Future!’ Gov. Irungu Kang'ata Explains His Reasons for Leaving UDA https:/
1031,2,CaptainDominicO,96838.0,0.071,True,False,False,,,1,Dr. Fred Matiang’i has finally spoken about his encounter with Simba Arati and Junet Mohamed earlier today at 
1032,2,EngJohnMachari1,13173.0,0.099,False,False,False,,,0,"CHRISTINE TALENT EMPOWERMENT CONTRIBUTION - ITEN
1.  Family - Ksh 1,600,000
2.  CS Kipchumba Murkomen - Ksh 1,"
1033,2,Mwitumi_arch,743.0,0.169,False,True,False,,,0,@KatheuNzyimi Current government hapa kila siku inapiga kelele kama Murkomen 😂
1034,2,yNews_digital,1655.0,0.201,False,False,False,,,0,"Gachagua Likens Current Governance to Colonial Era After Hosting Githunguri Delegation
https://t.co/9tzJIAZQNB"
1035,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Liankor Jairus: Compensation should not substitute accountability https://t.co/SmgcrqBDMr
1036,2,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,"I want to tell Mr Rigathi Gachagua, my business now, until Kenya crosses to 2027 safely, is to monitor your ac"
1037,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Fred Matiang’i: Junet Mohamed and Simba Arati are very desperate…wanasema nimeanza kuongea na serikali. Nani? 
1038,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"History is repeating itself in Gusiiland. In 2002, the late Simeon Nyachae turned the region into a Ford Peopl"
1039,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The World Health Organization (WHO) has added the world's first molecular diagnostic test for the Bundibugyo s
1040,2,Realkangethe,23368.0,0.07,False,False,False,,,0,Hahaha RiggyG's tackles should be learned &amp; revised. Kipchumba Murkomen might resign when he here this. ht
1041,2,Darren_nost,505.0,0.149,True,True,False,,,1,@setanindeta @dkmaraga Nop Sifuna has to take the lead Maraga or Matiangi can deputies him. Period
1042,2,maxwell_asanyo,782.0,0.143,False,True,False,,,0,"Most people think politicians campaign to win votes. In reality, a huge part of campaigning is making sure you"
1043,2,OjiamboRashid,995.0,0.196,False,True,False,,,0,@Kenyans Mnapeleka PR stunts Hadi kwa airport. Matiangi anajaribu kulure in Arati
1044,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,George Natembeya says Luhya unity is key to reclaiming Western Kenya's bargaining power ahead of the 2027 elec
1045,2,MedhaneMartins,7891.0,0.131,False,False,False,,,0,"Didmus or titimasi akasomewa kama mtoto mbele ya umati! 

Sifuna is who he thinks he is!

#SisiNdioSifuna #Rut"
1046,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Following recent allegations at St George’s Girls High School over invasive student searches and claims that l
1047,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Celebrated Somali football referee Omar Artan is confident of officiating in the next Fifa World Cup to be co-
1048,2,X_Official__,6703.0,0.193,False,False,False,,,0,&amp; No president has had youths abducted and murdered in cold blood when they were just matching. No kenyan 
1049,2,Berriiluce,215.0,0.219,False,True,False,,,0,@jimNjue_ Kabla 2027 ifike naona utakua unsupport Ruto
1050,2,C_NyaKundiH,1106315.0,0.154,False,False,True,C_NyaKundiH,0.0,0,Didmus Barasa was today heckled and chased away by mourners during the burial of the brother of Bumula MP Hon 
1051,2,jackson_mwendia,1574.0,0.177,False,False,False,,,0,"@amenya_nelson ""Only gachagua is tribal in kenya"""
1052,2,AndyNtabo,402.0,0.216,False,True,False,,,0,"@itskipronoh Naona ako tutam!
Alipewa how much?"
1053,2,omwambaKE,1319220.0,0.086,False,False,True,omwambaKE,0.0,0,President William Ruto at his farm in Naivasha. https://t.co/aSNtEz2dww
1054,2,Realkangethe,23368.0,0.07,False,False,False,,,0,"Inside the Kenya Assemblies of God Church in Kiambaa, just outside Eldoret, over 200 terrified people were pac"
1055,2,Naomikibandi,143175.0,0.113,True,False,True,Naomikibandi,0.0,1,"Olkalao mugiithi night with Samido.
Olkalao ni 11 days to go.
DCP ndio form https://t.co/Z4xxeZxxGQ"
1056,2,UzmaRS,7119.0,0.047,False,False,False,,,0,Another remarkable performance by Saba Hameed. She brought so much authenticity to Farheen &amp; played her li
1057,2,Terriz_Sam,25998.0,0.024,False,False,False,,,0,The Hustler Nation Intelligence Bureau (HNIB) Agents are reporting that Rigathi Gachagua has directed each Mt.
1058,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,A man has been ordered to pay four cows to his estranged wife as dowry debt after they ended 26 years of marri
1059,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The latest revelations of ghost workers embedded in government payrolls must trigger immediate reforms and inv
1060,2,PloSigei,20026.0,0.107,False,False,False,,,0,"This is how @DidmusWaBarasa Barasa outsmarted sifuna,osotsi and the whole united opposition in Bungoma county."
1061,2,Kibet_bull,161164.0,0.162,True,False,True,Kibet_bull,0.0,1,Didmus Barasa was cooked today. Sifuna fears no one https://t.co/rYkfnImkpv
1062,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Cabinet Secretary for  National Treasury John Mbadi has claimed that some leaders from the Mt Kenya region are
1063,2,SisiNiwaBaba,254.0,0.15,False,True,False,,,0,@pksalasya Linda Mwananchi and United Opposition is 1 thing. Stop creating division and confusing the electora
1064,2,UTDsmith2,664.0,0.195,False,True,False,,,1,"@gpdkaluma Kenya has gone 10× back under goons and ruto, bythe time 2027 inafika July, watu watakuwa wanauwana"
1065,2,elimuyabure,237.0,0.252,False,True,False,,,0,"@ouma_neko When it comes to politics and government affairs, Murkomen is a complete failure. 
Yet his biggest "
1066,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"The leaders, led by Health Cabinet Secretary Aden Duale, National Assembly Speaker Moses Wetang'ula, Kakamega "
1067,2,WilliamRoddy14,646.0,0.148,False,True,False,,,0,"@Rosarybeaded @Emolclause Trump said lies more than 30,000 times during his 1st term. Do you believe Obama was"
1068,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"""Whoever's my successor is going to face the same global conflict. We keep saying, and it's true, we're in a m"
1069,2,hametuku,13649.0,0.174,False,False,False,,,0,@Kenyans Gachagua won't even be on the ballot next year. Please extinguish goons.
1070,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"The stakes are higher than in 2002 when Gusiiland had 10 constituencies. Today, Kisii has nine and Nyamira fou"
1071,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"When Kenya’s legendary musician David Amunga sang, “I’m going back to Kenya, that part of Africa. I’m going ba"
1072,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,They were bold. Operating in the full glare of cameras and police officers without showing the slightest sign 
1073,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Inferno guts Machakos Mitumba Market, destroying merchandise, no injuries reported; police yet to establish ca"
1074,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Canada became the first of the co-hosts to exit the World Cup as a clinical Morocco won 3-0 to reach the quart
1075,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,President William Ruto's impending Cabinet reshuffle has revived scrutiny of a Cabinet that critics say has st
1076,2,abbiezuena,10857.0,0.054,False,False,False,,,0,"Happy Sunday from our 6th.
#SisiNdioSifuna https://t.co/WsNlBIhWSN"
1077,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,BARRACK MULUKA: Politics is the art of living together. This fact is a part of the constant alphabet of life. 
1078,2,abbiezuena,10857.0,0.054,False,False,False,,,0,"This is the debate we want! 
Sifuna is the only man who can deal with this Nebukadnezer fella! 
#SisiNdioSifun"
1079,2,mwea_junior,349.0,0.232,False,True,False,,,1,Where are those matiangi idiots ... ati sijui anachapa kazi ..🤣🤣🤣 kenyans should nit elect thugs in the name o
1080,2,muoki_andrew,454.0,0.171,False,True,False,,,0,"Whatever your political position, one fact is difficult to ignore: Rigathi Gachagua stood shoulder to shoulder"
1081,2,Kiumbu01_,18189.0,0.169,False,False,False,,,0,Ol Kalou residents remember Hon David Kiaraho for his unmatched dedication. We refuse political scarecrows man
1082,2,tobbyodundo,541.0,0.237,False,True,False,,,0,@CaptainDominicO Linda mwananchi is the FUTURE
1083,2,PHIAMAX,10877.0,0.097,False,False,False,,,0,"Yesterday, incoming Ol Kalou MP Samuel Nyaga Muchina joined hundreds of fans at the Kanjuiri Ward Finals of th"
1084,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Why Samburu is winning over Kenyan travellers https://t.co/XNi0AGEn2n
1085,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Iran holds second day of funeral rites for late supreme leader Ali Khamenei in Tehran, as thousands pay final "
1086,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,What happened to the ODM-UDA talks team? Inside the forces delaying the process https://t.co/G38qHYZ4n8
1087,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Makau Mutua: Don’t exploit protest victims, Gen Z https://t.co/aDI6taLYyx"
1088,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Hit by the biggest energy supply shock in decades during the Middle East war, import-dependent India is expand"
1089,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,People in Guam and the Northern Marianas moved to emergency evacuation centers and made last-minute preparatio
1090,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Here’s how to ask questions at the start of a new relationship 
https://t.co/0ET6sW2elg"
1091,2,ouma_neko,46326.0,0.117,False,False,False,,,0,President Ruto's speeding security team vehicle involved in an accident while heading to Embu. Several people 
1092,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Isiolo women are calling for a larger share of the County Climate Change Fund (CCCF) to be channelled towards 
1093,2,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Three sons of Iran's slain leader Khamenei appear at funeral, not his successor https://t.co/NTALO7or0s"
1094,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Host Mexico look to make history against England 
https://t.co/fR5k0exegW"
1095,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"The forged road to billions? Japanese tycoons face trial over lucrative Kebs tender fraud 
https://t.co/tu571D"
1096,2,HonWetangula,1258409.0,0.003,False,False,True,HonWetangula,0.0,0,Kakamega County is well placed to generate significant revenue following the National Assembly’s passage of le
1097,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The National Police Service (NPS) has arrested four more  suspects in connection with the violent attack on a 
1098,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Kiharu MP Ndindi Nyoro has said he will work with like-minded Kenyans across the political divide to foster na
1099,2,Wainaina_shakes,3735.0,0.18,False,False,False,,,0,"Your focusing on Gachagua while people are been terrorized by gangs in Nairobi,shame https://t.co/CGZ07VbX8G"
1100,2,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,"If you joined Linda Mwananchi, you should know that I was a co-founder together with Raila, and the custodian "
1101,2,musilikauta,842.0,0.176,False,True,False,,,0,"Kalonzo Musyoka's best chance in UKAMBANI is between 700,000 and 1 million votes. The best Kikuyu can offer Ka"
1102,2,DanChepta,73179.0,0.249,False,False,False,,,0,"Ndindi Nyoro has quit the ruling party UDA, 

Stating that no one in the Mountain or the entire nation

Still "
1103,2,Lightcasttvke,8325.0,0.026,False,False,True,K24Tv,22.5,0,"""Gachagua apelekwe Mathare apimwe akili. Akiendelea kucheza na ODM tutamuekea curfew asikanyage hapa Nairobi!"""
1104,2,DanChepta,73179.0,0.249,False,False,False,,,0,"What's next for Kiharu MP Ndindi Nyoro? 

Will he join the DCP party or the Jubilee Party? https://t.co/kLUP1G"
1105,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"""Snow in the desert..."" 
The striking, otherworldly landscapes of our upcoming destination are truly unparalle"
1106,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"From animals to humans: Why HIV became a pandemic but Ebola didn't
https://t.co/aI53VUV7ru"
1107,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"OPINION: Why Africa is losing faith in UN peacekeeping model
https://t.co/3kO5Vpj3Nb"
1108,2,rigathi,1089243.0,0.005,False,False,True,rigathi,0.0,0,"Goons! Goons! Goons!

Everywhere, it is goons!

Welcome to the new Haiti situated somewhere in an East African"
1109,2,BookerBiro,25779.0,0.022,False,False,False,,,0,"What exactly is Linda Mwananchi? How is it different from the so-called United Opposition or the Ruto regime?
"
1110,2,IgnatiousMuga,3310.0,0.249,False,False,False,,,0,Even Malala wants Sifuna as DP? NO. #SisiNdioSifuna is for President. Kang'ata came from The Mountain to sell 
1111,2,thekenyatimes,34378.0,0.154,False,False,True,KBCChannel1,3.5,0,Deputy President Kithure Kindiki says former President Uhuru Kenyatta's government sold Kenya Airways shares b
1112,2,Pmtv_ke,82.0,0.121,False,True,True,HammerHamm026,21.5,0,Justin Muturi has urged opposition leaders to stop avoiding the question of their 2027 presidential flagbearer
1113,2,edgarsir,70.0,0.19,False,True,False,,,0,"@Honcalebamisi Gachagua is not running for president, jus support kasongo without gaslighting us...even if we "
1114,2,yokuty12,11464.0,0.291,False,False,False,,,0,Tonight's conversation promises an engaging discussion on Kenya's political landscape. Will the debate settle 
1115,2,Eddie_Mugoh,16895.0,0.156,False,False,False,,,0,Ruto needs to survive a debt catastrophe until the next general election. That is why they are going for Sacco
1116,2,HonJBMuturi,375637.0,0.004,False,False,True,HonJBMuturi,0.0,0,"Kama sio mimi nitakayechaguliwa kuwa mgombea urais katika muungano wa United Opposition, nitamuunga ndugu yang"
1117,2,linc_ke3,4202.0,0.303,False,False,False,,,0,The other day  I was having a political conversation na msee aliserve kama Clerk wa IEBC pale kisumu kwa elect
1118,2,Josh_papu85,1189.0,0.149,False,False,False,,,0,Caleb Amisi has fielded a  candidate for his party. His intention was to high jack the #sisindiosifuna wave so
1119,2,KyaloIntel_KE,4929.0,0.218,False,False,False,,,0,Kanyari's co-husband Tash has joined Team Tutam and attended a fundraiser alongside Oscar Sudi in Machakos. ht
1120,2,flex_pmj,14501.0,0.191,False,False,False,,,1,"Whether Ruto or opposition win in 2027, this will be the  first person to be iced because of goonism. His usef"
1121,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The Nairobi International Financial Centre has admitted a new set of firms that it says could help mobilise mo
1122,2,jmuragengunjiri,5171.0,0.038,False,False,False,,,0,All Ol Kalou MP aspirants have don their party colours except that of UDA because he knows  the party he is vy
1123,2,KijanayaKabras,37092.0,0.184,False,False,False,,,1,"From what happened at Keumbu in Kisii yesterday, I think Ruto and his boys, Murkomen and Raymond Omollo, will "
1124,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The government will begin taking action against public officers implicated in the manipulation of the public s
1125,2,Wambuib4sky,4090.0,0.225,True,False,False,,,1,These people are already decided..Sifuna must be up there 🙌 https://t.co/eLT85b9Khe
1126,2,Chalbiwsk,1063.0,0.224,False,False,False,,,0,@Fon_Miko I remember you claiming that a Kalonzo-Sifuna ticket will be a winning one. Clearly that’s not the c
1127,2,MIKEMURICHO,17.0,0.456,False,True,False,,,0,@georgediano Bungoma voters aren't as clueless as you think.They know @DidmusWaBarasa isn't guaranteed another
1128,2,Prince13501878,1704.0,0.181,True,False,False,,,2,@DanChepta Next year everyone will be uniting to send Kasongo and his minions home
1129,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Women in Technology and Innovation Africa (WITIA) launched the WITIA Smart Library at Mbukoni Comprehensive Sc
1130,2,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,One person dead after goon attack on Linda Mwananchi convoy in Kisii https://t.co/UzwSX6qKCu
1131,2,Tonnie_tash,3924.0,0.193,False,False,False,,,0,@_KithureKindiki Did you know that the ones in government are discussing your position? Soon you will join the
1132,2,Dennis_Itumbi02,52841.0,0.039,True,False,False,,,2,As We Speak 70% of Kenyan Youths are unanimously behind the UDA and will vote for President William Ruto in 20
1133,2,Adele_lide,34708.0,0.223,False,False,False,,,0,"The confusion in the opposition is getting ugly 

1. Kalonzo: Gachagua has endorsed me as the opposition flag-"
1134,2,trend_xxxx,3548.0,0.049,False,False,False,,,0,Çok güzel hisseler var. Değerlendirmek size kalmış. Keşke çok param olsa da hepsinden bir tutam alsam ama yok 
