cluster_id,n_posts,n_authors,span_min,median_echo_lag_min,echoes_within_60min,seed_handle,seed_followers,text
15493,3,3,10657.0,10538.3,0,Talphondrait,5839,Tulia hiyoo Ni Sauti ya kindiki😂 https://t.co/MT2yoRRNy2
15516,2,2,5.7,5.7,1,KTNNewsKE,879240,"Scores feared dead after school bus ferrying King David Junior School pupils crashes in Kapchorwa, Uganda, rescue effort"
15535,2,2,221.0,221.0,0,NationAfrica,4265144,"What women sacrifice to become leaders #NationGender 
https://t.co/ig9QbRALhe"
15540,5,2,14361.2,4278.9,0,Muchiri_Mi,37,@IEBCKenya WEWE Mnadai kuniiba https://t.co/07lOpLIwus
15566,4,4,13820.0,13486.7,0,dj_skold,4069,@omwambaKE Ruto aliwatengenezea uchumi. Wakule Ruto sasa
15567,2,2,209.1,209.1,0,NationAfrica,4265144,"Ol Kalou by-election: Waweru hands Gachagua DCP huge win, condemns 'police goonism' 
https://t.co/wPWpjm6ifP"
15624,4,4,13198.7,1698.3,0,JakaitMoses,1533,@ntvkenya 🤣
15635,2,2,342.3,342.3,0,alfredarapketer,162952,"You are either corrupt or extremely stupid to support Ruto!
Wantam Is Wantam!
#OlKalouDecides
#RutoMustGoNow"
15640,2,2,309.2,309.2,0,david_kens04,38,@HonAdenDuale WANTAM
15658,2,2,0.5,0.5,1,nzaumakau4,109,Tomorrow afternoon belongs to lovers of great music and tasty nyama. Mbuzi na Marafiki is ready to welcome everyone.#Rut
15666,2,2,136.3,136.3,0,KTNNewsKE,879240,President William Ruto's administration has suffered a major legal setback after the High Court declared the ongoing con
15669,2,2,1383.2,1383.2,0,alfredarapketer,162952,"Shout out to the great people of Ol Kalou!
We were not familiar with your game!
😂😂😂😂😂😂
#RutoMustGoNow
#OlKalouDecides ht"
15728,2,2,0.0,0.0,1,ntvkenya,5352499,"Change is happening faster than ever, and this is your chance to be in the room where it’s being shaped.

On 29th July 2"
15746,2,2,6.5,6.5,1,WilliamsMkenya,623609,"Water, food security and clean energy are advancing through Thwake Dam, Galana Kulalu, 50 mega dams, irrigation targetin"
15748,2,2,4.2,4.2,1,janet_oj,1932,The 170 km Rironi-Mau Summit Highway dual carriageway upgrade is transforming the Nairobi-Nakuru corridor. This modern h
15783,3,3,754.0,485.0,0,Cherub_Rock_23,9985,@PolitlcsUK @camtrublue Meanwhile... https://t.co/hVsX47N8kc
15806,4,3,74.4,60.6,1,citizentvkenya,6853796,High Court declares Ksh.12 billion Ngong–Riruta Railway project unconstitutional https://t.co/CQ2W6FYwes
15816,2,2,201.1,201.1,0,StandardKenya,2732827,Supreme Court dismisses case challenging tax exemptions for Japanese companies and staff involved in Kenya–Japan-finance
15841,4,2,689.9,240.1,0,NationAfrica,4265144,The last call: Search for missing Murang'a Bodaboda rider ends in horror https://t.co/RlR0U3TJ3f
15864,2,2,270.3,270.3,0,RodgersKipembe,439736,"If DCP wins today's Ol Kalou by-election, will you finally trust the IEBC in 2027?"
15945,2,2,14.8,14.8,1,KyaloIntel,15684,"Mourning and honouring the fallen Heroes that were k!lled by Kasongo. 
Ahsante Kalonzo  Musyoka, David Maraga, Martha Ka"
15992,2,2,0.0,0.0,1,StandardKenya,2732827,The Gen Z protest anniversary exposed how the united Opposition is working at cross purposes despite repeated promises t
16058,7,2,150.7,150.7,0,Tweetsbymunene,7929,"Inspection of Modern Market, Kiminini, TransNzoia County showcases Kenya Kwanza commitment to better trading spaces. Gra"
16068,2,2,1955.5,1955.5,0,AKEN254,744,@Naomikibandi Sema tutam 😄
16071,4,4,9.4,5.8,3,TheStarKenya,2416897,Deputy President Kithure Kindiki has arrived at the ASK Nakuru Showground to preside over the launch of the second phase
16075,2,2,2.2,2.2,1,KTNNewsKE,879240,"Two suspects linked to murder of teenage boy in Lokapel, Turkana arrested, authorities confirm. https://t.co/GjxQz3B2nk"
16099,2,2,0.0,0.0,1,StandardKenya,2732827,Elderly widowers in Homa Bay County want the government to establish a special fund for supporting to reduce tribulation
16119,3,2,840.7,840.7,0,ntvkenya,5352499,"How Sh299bn fees crashed Mau-Summit toll road deal 

https://t.co/KkYZwSXilD https://t.co/nxwT6628Ti"
16123,2,2,19.4,19.4,1,StandardKenya,2732827,Director of Public Prosecutions (DPP) Renson Ingonga has warned students against arson attacks targeting school property
16138,2,2,6.0,6.0,1,ntvkenya,5352499,Kesses MP Julius Ruto urges government to crack down on goonism https://t.co/yvm7bjt8W0
16155,8,4,138.8,83.4,1,StandardKenya,2732827,"People's Renaissance Movement candidate Timothy Kamau Kariuki arrives at Kieni Primary School in Ol Kalou, Nyandarua Cou"
16163,3,3,853.1,847.0,0,ozanee_11,3400,@KagsLutty Yaani heche apishe! Mbona mnaitisha maandamano.
16177,2,2,400.2,400.2,0,Realkangethe,23370,The outgoing government offers DCP media person GK Malema a gas thinking he's a Ol'Kalou resident as he calls himself Gi
16193,3,3,160.2,152.8,0,Nairobi_Leo,7540,James Orengo announces that Linda Mwananchi will open an office in Mombasa in two weeks. https://t.co/n1vdyZGgrp
16204,2,2,3.3,3.3,1,Amazingmasai_,13879,"@MusaliaMudavadi Education will alway be a priority, this is total empowerment. #KenyaKwanzaTransNzoia

GrandSacco Launc"
16206,7,2,1546.2,255.4,0,ntvkenya,5352499,How thieves pulled off heist targeting Sh2bn rice on Saba Saba day https://t.co/CKZ5tv89e3
16207,4,2,375.5,77.0,0,StandardKenya,2732827,"The High Court in Kisumu has ordered the government to make public details of the  duty-free importation of 490,000 metr"
16228,3,2,1790.0,130.0,0,NationAfrica,4265144,"Should I take Sh400,000 loan to pay agent for a Qatar job? 
https://t.co/rW4ZmosuPh"
16279,3,2,13.8,10.3,1,StandardKenya,2732827,"Nakuru East MP Gikaria fined Sh2.5m for alleged voter bribery ahead of the Ol Kalou by-election, to pay in 48 hours or f"
16290,3,3,47.6,29.4,2,Kenyans,2736581,"Mr. Kanja, you may want to use the Ol Kalou by-election to redeem your dwindling public image  - Rigathi Gachagua https:"
16299,2,2,5.4,5.4,1,ntvkenya,5352499,"Nation journalists attacked by armed men wearing balaclavas while on duty at AC Primary polling station in
Ol Kalou; NTV"
16314,2,2,735.6,735.6,0,WaLoganville,61,@makaumully Let Ukambani make the first move by retiring Kalonzo. Kalonzo is older than both of them and has achieved le
16318,2,2,1342.0,1342.0,0,Jenni_fer_0,2310,"Communities flourish when young people dedicate their energy to education, entrepreneurship and meaningful employment op"
16319,2,2,0.0,0.0,1,KTNNewsKE,879240,Prime Cabinet Secretary Musalia Mudavadi now claims that the Sifuna-led Linda Mwananchi team don’t have what it takes to
16320,2,2,1.1,1.1,1,gardelee,627,"🚨car seat covers. 
Well designed to fit your car. 

  ☎️0724457647 

William Saliba
Martha Karua
Jay-Z
#OlKalouPostponed"
16325,3,2,87.6,87.6,0,StandardKenya,2732827,Lawyers across the country have challenged the Inspector General of Police and investigative agencies to expedite invest
16328,3,2,591.5,196.6,0,StandardKenya,2732827,"The vast maize fields that usually paint Bungoma and Trans Nzoia counties green have turned an alarming shade of brown.
"
16332,2,2,0.0,0.0,1,StandardKenya,2732827,It is a political dynasty that has stood the test of time but is now facing an ultimate test as the siblings and childre
16333,3,3,4584.6,3656.5,0,NationAfrica,4265144,"Reigning Olympics and world 800m champion, Emmanuel Wanyonyi of Kenya, on Friday broke the world record in 1000m in Mona"
16359,2,2,22.6,22.6,1,StandardKenya,2732827,Eight suspects linked to chaos during Linda Mwananchi's rally in Kisumu to be detained for 10 days to allow police to co
16368,2,2,161.9,161.9,0,StandardKenya,2732827,The emerging trend of gun-toting robbers storming business premises and environs is raising concern among residents in N
16391,3,3,293.7,199.7,0,citizentvkenya,6853796,Attacks on IEBC could lead to rejection of 2027 election results; Commissioner warns https://t.co/soWcJ27YrQ
16399,2,2,44.0,44.0,1,NationAfrica,4265144,"What Ol Kalou by-election means for Ruto, Gachagua 
https://t.co/Q11JdKPeB9"
16418,2,2,829.4,829.4,0,Lightcasttvke,8323,"""I have no beef with Sifuna, I have a lot of respect for him. I am just trying to show him that we are all independent m"
16424,2,2,488.9,488.9,0,Lightcasttvke,8323,"""I very disappointed in Sifuna, in 2027 he will be nowhere because of who he chooses to work with. There is nothing he h"
16446,2,2,59.7,59.7,1,Lightcasttvke,8323,"""Murkomen is not in my league, I cannot respond to such a character."" ~ Gachagua to a news reporter https://t.co/Kd5s0pm"
16456,2,2,0.2,0.2,1,KTNNewsKE,879240,While registering his concerns on the alleged double standards by the IEBC for failing to enforce Constitutional provisi
16462,5,2,8878.9,123.8,0,NationAfrica,4265144,Molo strawberry farmer’s path to success https://t.co/wKrqUGDwKq
16494,2,2,179.7,179.7,0,NationAfrica,4265144,World Cup history: a timeline of Africa’s greatest moments on the field https://t.co/dvWKQIxkf4
16508,3,2,725.0,20.1,1,StandardKenya,2732827,Businesswoman Mary Wambui is at risk of losing all her investments and putting her two daughters in trouble with Equity 
16511,2,2,62.6,62.6,0,teamsifuna001,773,"Kama bado hujabook SGR ya kuenda Taita Taveta utakosa mambo mingi sana Saturday.

#SisiNdioSifuna https://t.co/elgYjlSe8"
16521,2,2,1.1,1.1,1,ntvkenya,5352499,Former Nairobi county finance executive Charles Kerich avoids jail as court lifts contempt orders over Sh106m dispute; p
16549,3,3,249.0,129.3,1,JaphethOtieno01,15953,Linda Mwananchi statement on the state of the Nation. 9th July 2026 https://t.co/VGIXs4Cltn
16558,2,2,0.6,0.6,1,VictorMuta54071,915,The people of ol Kalou will remain one community long after by election is over. No political contest is worth creating 
16594,6,3,35.0,34.1,2,reddyMoney54,8239,Komboa Kenya continues expanding its grassroots presence through local meetings and community outreach. The WiperOffice 
16596,2,2,2.6,2.6,1,reddyMoney54,8239,The Komboa Kenya movement values conversations that bring leaders and citizens together. The new WiperOffice in Kiambu s
16629,2,2,149.6,149.6,0,KeleledigitalK,1056,"The Wantam Movement has introduced the Wantam Digital Election System, an online platform that will allow supporters to "
16636,2,2,2102.7,2102.7,0,citizentvkenya,6853796,Maralal Catholic Diocese suspends seven priests over misconduct allegations https://t.co/EhGxw5O99W
16640,3,3,48.4,29.9,2,citizentvkenya,6853796,Police officers forced to open their bags after Ol Kalou residents allege they were carrying election materials https://
16648,2,2,330.1,330.1,0,SifunaParody,485,"Just like @Honcalebamisi, if I am not the presidential candidate then my candidate is Edwin Watenya Sifuna.
#sisindiosif"
16658,3,3,712.2,358.6,1,KTNNewsKE,879240,"High Court bars Speakers Wetang'ula and Kingi from political campaigns following petition by VOCAL Africa, case mention "
16714,2,2,0.1,0.1,1,StandardKenya,2732827,"Day of mayhem.

Introducing Platinum, Silver and Emerald memberships tailored just for you! More choice. More value. Mor"
16728,2,2,41.6,41.6,1,citizentvkenya,6853796,Tony Gachoka: Dawa ya Ruto ni George Natembeya. Natembeya has understood that he must give Sifuna cover; he must guide h
16746,2,2,77.9,77.9,0,ntvkenya,5352499,High Court suspends IEBC decision fining Kipipiri MP Wanjiku Muhia Sh1.5m over campaign remarks pending hearing of case 
16769,4,2,1775.5,125.3,0,NationAfrica,4265144,"'I had Mpox for four weeks, here's what you need to know about the disease'  https://t.co/ZHj2FU9hDu"
16776,2,2,13.0,13.0,1,ntvkenya,5352499,Ol Kalou by-election: A cyclist pedals to Silanga Polling Station https://t.co/7Fwb8fqtSh
16786,3,2,291.4,2.5,1,KTNNewsKE,879240,"Interior CS Murkomen orders probe into alleged police interference in the Ol Kalou by-election, warns rogue officers wil"
16787,3,3,57.9,32.4,2,NationAfrica,4265144,CS Murkomen orders investigation after masked armed men lobbed tear gas at crowd in Ol Kalou https://t.co/1XtARM3EdT
16788,2,2,3.5,3.5,1,StandardKenya,2732827,"Vote counting underway at AC Ol Kalou Primary polling station in the ongoing parliamentary by-election.

Video by Julius"
16819,2,2,165.2,165.2,0,Philsmosoti,44470,Inakaa kasongo
16842,3,2,1226.7,476.7,0,NationAfrica,4265144,From ceasefire to crossfire: How US-Iran tensions spiralled in 48 hours https://t.co/bwF9zMji3j
16853,4,4,1208.3,162.4,0,mehmetemincifci,1260,"''Sivas, Sivas yiğitlik midir emanet cana kıymak
Yiğitlik midir bir tutam ışığı kör bıçakla güneşten koparıp
karanlığa k"
16859,2,2,2.0,2.0,1,SCrazy16566,19,Every election season should remind us of the importance of protecting peace and respecting one another. Unity benefits 
16860,2,2,6138.8,6138.8,0,fwelloh,5321,"@DrJuma_M #ukombozi 
#SisiNdioSifuna"
16862,4,2,1673.0,533.0,0,NationAfrica,4265144,"Raila Academy: Baba’s manifestos to be studied in class 
https://t.co/KqvCdTpMBI"
16921,2,2,0.0,0.0,1,ntvkenya,5352499,"The countdown begins…
Only hours away from Skill Up Africa 4th Edition sparking the future at KICC Nairobi!

AI won’t ta"
16927,2,2,2.8,2.8,1,StandardKenya,2732827,"DR Congo Ebola outbreak hits 2,000 cases in fastest-growing monthly spike ever; WHO warns 80pc of cases from unknown cha"
16934,4,2,1828.0,248.1,0,NationAfrica,4265144,"'I didn't die': Shakahola suspect stuns court 
https://t.co/pdD7vDRZiT"
16935,5,2,1615.0,69.9,0,NationAfrica,4265144,"The bold plan to overhaul university funding 
https://t.co/2y4XBKRwnB"
16949,2,2,185.9,185.9,0,orengo_james,1676746,"Ruto is neglecting Changamwe’s jobless youth to build refineries in Tanzania, a total betrayal. Worse, the ""Linda Tumbo"""
16963,2,2,160.5,160.5,0,KTNNewsKE,879240,"Africa can no longer rely on foreign powers to safeguard its vast maritime domain, maritime experts have said, urging go"
16980,4,2,300.0,220.0,0,WanjiruJenty,65,Do not be deceived by activists claims on Saba Saba youth stayed home protecting future this is their failure. #AibuKwaW
17008,2,2,0.0,0.0,1,NationAfrica,4265144,"With over 33,000+ people having previously attended, the Kenya Meat Expo is back and bigger than ever for its 5th Editio"
17014,3,2,7406.4,0.2,1,KTNNewsKE,879240,The Independent Electoral and Boundaries Commission (IEBC) is facing renewed scrutiny and criticism over its handling of
17053,2,2,869.2,869.2,0,ntvkenya,5352499,"EACC: Hatujui Maspika Wanakampeni

EACC imetoa ripoti kuwa haina taarifa yeyote kuhusiana na maspika Moses Wetangula na "
17058,5,3,6250.3,6001.5,0,NationAfrica,4265144,SPAIN BEAT Belgium 2-1 in quarter-finals of 2026 Fifa World Cup to reach the semi-finals where they face France https://
17067,3,2,3745.0,690.0,0,NationAfrica,4265144,"Uganda still low-income as Kenya, Tanzania hold lower-middle-income status https://t.co/m25EqWLECm"
17087,2,2,59.9,59.9,1,Dennis_Itumbi02,52841,"My Thoughts ABOUT 2027:

1. President William Ruto will win the presidency.

2. Uhuru Kenyatta will endorse him.

3. Rai"
17089,2,2,632.7,632.7,0,nicanselm,603,@georgediano https://t.co/hv8XAYJpN7
17126,3,3,13273.4,13250.1,0,mistakelvin__,3955,"The 60,000 seater Talanta Stadium continues nearing completion, representing a major investment expected to strengthen s"
17199,10,7,1670.0,621.1,1,EugeneOgolla1,499,@gabrieloguda https://t.co/0uGhLxuFr8
17280,6,6,529.9,36.7,4,nickieee001,2900,@Entr_dawood Mamae😂😂😂
17364,4,4,22352.0,21713.8,0,karumipeter0,2733,"Huyu ndio Sisi
#sisindiosifuna"
17365,2,2,1782.6,1782.6,0,LeviMunyeri,12446,It is already decided that Kalonzo is the United Oppositon candidate. The DP slot has been left open. I agree with JB Mu
17427,2,2,85.0,85.0,0,StandardKenya,2732827,Kenya Ports Authority (KPA) has acquired a helicopter to transport marine pilots between the Port of Mombasa and the Por
17469,3,2,102.6,0.3,1,KTNNewsKE,879240,President William Ruto's political allies have intensified efforts to deny Trans-Nzoia Governor George Natembeya a secon
17474,2,2,915.0,915.0,0,ntvkenya,5352499,"Court awards Sh7.3m to Kenyan woman lured to Thailand, trafficked to Myanmar https://t.co/Duovaw6S88 https://t.co/RcnESL"
17485,2,2,254.4,254.4,0,NationAfrica,4265144,Property owner seeks to lift order blocking lawyer’s prosecution over Sh45m Nairobi villa sale https://t.co/7Q7pXyBmI2
17493,3,2,157.9,0.0,1,StandardKenya,2732827,"Candidates in the Ol Kalou parliamentary by-election made their final submissions yesterday, concluding with rallies in "
17496,6,2,1235.5,64.9,0,KTNNewsKE,879240,People living with HIV are demanding answers over how expired antiretroviral (ARV) medicines got to be distributed in pu
17517,3,2,1654.0,168.9,0,NationAfrica,4265144,"Why court rejected bid for tougher boda boda rules 
https://t.co/kobScFnqQM"
17526,5,2,1698.6,123.0,0,NationAfrica,4265144,"Not every handout is bribery, says IEBC 
https://t.co/o03Bzn4ivR"
17527,3,2,1079.5,389.4,0,ntvkenya,5352499,'Help! I want to sue my baby daddy but can’t afford a lawyer' https://t.co/6m7Zq58wV4
17528,4,2,404.1,74.2,0,KTNNewsKE,879240,Embakasi East MP Babu Owino has been sued for using a human rights defender’s photograph on Facebook without his consent
17529,2,2,0.0,0.0,1,NationAfrica,4265144,"AI is no longer a distant concept — it’s reshaping how leaders make decisions and how markets evolve.

The future belong"
17560,5,5,297.8,191.8,0,hivileo1,6243,"Blow to United Opposition as Natembeya Quits DAP-Kenya

Trans Nzoia Governor George Natembeya has resigned as DAP-K depu"
17575,3,3,46.1,33.8,2,thekenyatimes,34378,Gachagua alleges that President Ruto has threatened the IEBC to rig the Ol Kalou by-election in favor of UDA or postpone
17641,2,2,295.9,295.9,0,Sheryllisa52263,6579,😂😂😂😂 Linda tumbo is being shown dust in kwale 😂😂😂😂 wantam is non negotiable 🔥. https://t.co/1RD5TXs3hI
17661,2,2,735.0,735.0,0,ntvkenya,5352499,"Stellah Bosire: CSs, politics and public stewardship https://t.co/NQ4whoKwp0"
17670,2,2,14.4,14.4,1,ntvkenya,5352499,Ol Kalou polls: IEBC says at least 51pc of registered voters cast their votes; results will be published on the commissi
17681,2,2,734.3,734.3,0,StandardKenya,2732827,"Argentina 🇦🇷 stage stunning comeback from 2-0 down to avoid round of 16 exit at the hands of Egypt 🇪🇬 in Atlanta, prolon"
17756,2,2,24.1,24.1,1,NationAfrica,4265144,"Saba Saba: Protesters barred from entering Nairobi CBD, but at what cost? 
https://t.co/UocKNKfefa"
17776,2,2,751.1,751.1,0,citizentvkenya,6853796,Senegal's Faye plans to form his own political party https://t.co/x2GDfepIzB
17777,2,2,475.0,475.0,0,ntvkenya,5352499,Saba Saba shutdown leaves businesses counting losses again https://t.co/JG647XqO4H
17788,2,2,732.9,732.9,0,Andrewrotich5,269,@DrBKhalwale https://t.co/7bbVImVu8u
17807,3,2,1936.5,16.2,1,NationAfrica,4265144,"Safaricom shareholders to vote on Vodafone Kenya's power to pick CEO 
https://t.co/ZPtiymluLa"
17808,2,2,641.1,641.1,0,Mswakii__,4137,@ellespiracy @iluvmesomecvnt 😂
17843,2,2,1342.3,1342.3,0,Chipukizii,5481,"Am 22 years old registered voter and this is my president 🇰🇪🥇
The only HOPE we gat .
#SisiNdioSifuna https://t.co/nOWQAy"
17887,2,2,1.5,1.5,1,KTNNewsKE,879240,LSK calls for probe in murder of Edward Muthee and Esther Wairimu; Pres Charles Kanjama demands forensic audit of KFS le
17888,2,2,375.1,375.1,0,StandardKenya,2732827,Referees and match officials at the ongoing Rift Valley Region Secondary Schools Term Two Games have gone on strike over
17889,3,2,1317.7,852.5,0,ntvkenya,5352499,"How Oburu, Orengo power struggle will shape Siaya governor race https://t.co/BLizPN7zKj"
17899,2,2,242.9,242.9,0,maxwell_asanyo,782,"@abbiezuena Maxwell Bogonko Mimi ni mkisii and Sifuna has got my full support.
#SisisNdioSifuna https://t.co/lgXw77ELxI"
17914,4,2,349.6,78.9,0,KTNNewsKE,879240,Resurgent intimidation of journalists in Kenya and the East African region is a worrying trend which analysts argue shou
17919,2,2,1.2,1.2,1,NationAfrica,4265144,"Ideas don’t grow alone — they grow in community.
Skill Up Africa 2026 is the space where innovation meets entrepreneursh"
17927,4,2,2640.0,0.0,1,NationAfrica,4265144,"The countdown for #ELWEC2026 begins! 

Join us on July 30th & 31st at the Iconic Plaza Hotel (formerly Laico Regency) fo"
18001,2,2,1.8,1.8,1,atheists_ke,2361,"PRESS STATEMENT: IEBC Chairperson, Commissioners, Must Now Resign

July 9, 2026

The Atheists In Kenya Society calls upo"
18050,3,2,550.3,70.6,0,StandardKenya,2732827,"Back in his village in rural Malawi, Ahamadi Assani recalled his terror during an attack by anti-foreigner vigilantes in"
18057,2,2,5.1,5.1,1,KTNNewsKE,879240,"Anne Odhiambo, KMTC student found dead at Nairobi campus hostel died of suffocation, post mortem reveals; body samples t"
18072,2,2,1136.4,1136.4,0,AfricaFactsZone,1368168,Kenya has overtaken Egypt to become Africa's largest producer of milk with 5.4 billion liters annually.
18074,4,2,592.0,82.0,0,NationAfrica,4265144,"Mary Wambui: Power, money and the unmaking of a tender empire https://t.co/ytScc29kQq"
18075,2,2,22.3,22.3,1,citizentvkenya,6853796,"Ruku dismisses Kalonzo-Gachagua alliance, urges Wiper Leader to back Ruto in 2027 https://t.co/xKeEwXniSk"
18078,3,3,12.8,10.8,2,K24Tv,3217136,Ruku: We urge Kalonzo Musyoka to work with President Ruto to form the 2027-2032 government. It's the most reasonable dec
18126,2,2,209.9,209.9,0,ntvkenya,5352499,"Court recognises Rastafarian faith, but rejects legalising bhang

https://t.co/4Mzyt5c8Qi https://t.co/YRkqpKktoY"
18130,2,2,63.7,63.7,0,citizentvkenya,6853796,"Rigathi Gachagua: The people of Ol-Kalou have said the winner of this election, who is the DCP candidate, must be announ"
18131,2,2,91.6,91.6,0,StandardKenya,2732827,"Thomas Tuchel may have criticised his England stars for being too ""passive"" in their World Cup semi-final defeat against"
18209,2,2,32.5,32.5,1,JaphethOtieno01,15953,Sen. Sifuna on Public Accounts Committee has said  that the biggest threat to devolution is at State House and that's wh
18213,3,2,1142.6,1.1,1,KTNNewsKE,879240,"Did you score an A or A- in KCSE 2025? 🎓

KTN/Standard wants to hear from you! We are tracking where Kenya's top KCSE ca"
18217,5,4,18486.5,15687.9,0,mansangchirchir,20349,@bakhita_esther Mwambie ni WANTAM 😂
18259,4,3,65.1,57.1,1,Her_agape,23818,"I'm in agreement with Muranga Youth Caucus. 

Gachagua is not a resident of Ol’ Kalou, so his attempt to bar other leade"
18266,2,2,145.0,145.0,0,NationAfrica,4265144,Inside Kenya's shadow world of youth mobilisers https://t.co/g3vFktf4lE
18272,2,2,215.9,215.9,0,NationAfrica,4265144,Bitter campaigns for Ol Kalou parliamentary seat officially end today https://t.co/72ApEPOHuV
18275,2,2,1435.0,1435.0,0,Seip_Top,11882,"These are terrorists funded to destroy Tanzania through the youth. They planned Saba Saba to be a day of doom, but the p"
18279,4,4,327.8,275.6,0,_zack255,94504,"TUHUMA ZA UFISADI WA HECHE NA UKIUKWAJI WA UTAWALA BORA NDANI YA CHADEMA

Kupitia mahojiano aliyofanya katika kituo cha "
18302,2,2,2.8,2.8,1,simeonisako13,15293,"#RDC| 🔥🔥 Assainissement de Kinshasa : la Task Force lance ses opérations dans la Tshangu. 
La Task Force chargée de l'as"
18350,2,2,80.1,80.1,0,KTNNewsKE,879240,"Rigathi Gachagua: We don't have to go to the streets and expose ourselves to death and injury. For sure, the state has o"
18419,2,2,187.2,187.2,0,Isaac_Otwoma,47862,Edwin Sifuna during Rex Masai's burial #SisiNdioSifuna https://t.co/wXQPwh7fRw
18432,3,3,1472.5,760.6,1,RichkiddWizzy,9809,This guy who makes these Kindiki vs Gachagua videos should be arrested.😂 https://t.co/r60Kw47LEa
18469,2,2,0.0,0.0,1,KTNNewsKE,879240,"Their tales reveal painful experiences at the hands of abductors, who allegedly tortured and threatened them while deman"
18475,2,2,65.3,65.3,0,K24Tv,3217136,"Moses Kuria reminds Ndindi Nyoro he warned him about Gachagua’s political influence

Read the full story here: https://t"
18517,2,2,282.1,282.1,0,HammerHamm026,130066,A middle aged woman torches ODM attires as she curses Gladys Wanga and Oburu Odinga to keep off Edwin Sifuna before she 
18530,2,2,94.1,94.1,0,HildaNewton21,955260,"Maandamano ya 7/7 yame wamempanikisha sana Nduli Idd Amin Mama na genge lake.

Sasa hivi wametoa Tangazo kwa Maafisa Wat"
18539,2,2,29.2,29.2,1,abbiezuena,10857,"Today, together with Hon @paulinenjoroge we visited Comrade Bob Njagi on behalf of our Linda Mwananchi principals. We ar"
18650,4,2,540.1,0.0,1,StandardKenya,2732827,"Huge sums of money, whose source remains unknown, are being splashed at an astonishing rate by politicians seeking favou"
18651,2,2,0.0,0.0,1,StandardKenya,2732827,Argentina were given a huge scare before ending Cape Verde's fairytale run as Lionel Messi netted his 20th World Cup goa
18652,2,2,152.1,152.1,0,PropesaTv,167649,Kalenjins 2027 tutagawa 50/50 na Ruto.- Rigathi Gachagua https://t.co/8W4Jq8H0WY
18653,2,2,1965.0,1965.0,0,ntvkenya,5352499,How Zilizopendwa old-school rhumba classics are reshaping Kenya’s school music https://t.co/QDWLiSAsmp
18657,2,2,0.1,0.1,1,KTNNewsKE,879240,"Parents demand Sh36m for girl crushed to death while cycling

https://t.co/xoAHYSFiKh"
18659,4,3,77.5,62.0,1,Total_Seth,35029,"This infrastructure project serves as a major link to the upcoming Talanta Sports City. 

It ensures seamless access for"
18666,2,2,0.1,0.1,1,KTNNewsKE,879240,"Ex-students expose invasive body searches and abuse masked as discipline

https://t.co/tYNPST2EUD"
18668,2,2,569.2,569.2,0,jmuragengunjiri,5171,Riggy G hits the Star newspaper being run by National Intelligence Service for running fake newspaper headline yesterday
18671,3,2,11.3,11.3,1,RamogiTVKe,20337,"Jotend kweth ma kwedo sirkal kotel negi kod Fred Matiang’i, Martha Karua gi Gavana ma Siaya James Orengo oyuoro e alam e"
18672,2,2,0.0,0.0,1,NationAfrica,4265144,"Ready to level up and really find your footing?

Come through to the KICC for the 4th Edition of Skill Up Africa, where "
18678,2,2,0.1,0.1,1,StandardKenya,2732827,"Medical expenses became the most pressing need for members of savings cooperatives in the year that ended on March 2026,"
18706,4,3,13.7,8.7,2,recreatedd16,26013,The Kenya Kwanza administration's infrastructure and digital transformation initiatives were highlighted by CS William K
18707,3,3,8178.8,4998.2,0,KangiMacharia,485,@Naomikibandi Sema Wantam
18735,2,2,359.6,359.6,0,Realkangethe,23370,Hahaha RiggyG's tackles should be learned &amp; revised. Kipchumba Murkomen might resign when he here this. https://t.co
18740,3,3,453.8,235.0,1,Kenyans,2736581,"If Kenyans don't want to give you more than one term, go back to Sugoi and do your business - Martha Karua https://t.co/"
18768,2,2,0.0,0.0,1,KTNNewsKE,879240,Cabinet Secretary for  National Treasury John Mbadi has claimed that some leaders from the Mt Kenya region are not happy
18771,2,2,217.7,217.7,0,C_NyaKundiH,1106315,Didmus Barasa was today heckled and chased away by mourners during the burial of the brother of Bumula MP Hon Jack Wanam
18780,3,2,330.1,330.1,0,StandardKenya,2732827,“Taxpayers in active litigation should utilise the KRA Alternative Dispute Resolution (ADR) framework to settle principa
18783,5,2,2655.0,240.0,0,ntvkenya,5352499,Why teachers’ delayed payments threaten national exams https://t.co/JApm1Hdf1N https://t.co/vu8UOIM8QF
18785,2,2,449.9,449.9,0,KBCChannel1,937904,Interior Principal Secretary Dr. Raymond Omollo has hailed the ongoing transformation of the Nyanza region under the Ken
18787,2,2,40.0,40.0,1,KTNNewsKE,879240,"They were bold. Operating in the full glare of cameras and police officers without showing the slightest sign of fear, t"
18811,2,2,78.4,78.4,0,abbiezuena,10857,"Happy Sunday from our 6th.
#SisiNdioSifuna https://t.co/WsNlBIhWSN"
18821,2,2,4.8,4.8,1,PHIAMAX,10877,"Yesterday, incoming Ol Kalou MP Samuel Nyaga Muchina joined hundreds of fans at the Kanjuiri Ward Finals of the #Muchina"
18822,2,2,1440.0,1440.0,0,NationAfrica,4265144,"Did you know that small decisions you make every day can have a big impact on your health?

Every week, you'll hear from"
18841,2,2,28.9,28.9,1,Masika_039,17085,What next for Ndindi Nyoro after Ditching UDA? https://t.co/UFY4vd2dvh
