text,true,pred,p_pred
We thought @user is bold enough to name the REAL beneficiaries #UhuruEuroThieves,neither,offensive,0.7246891
Halafu wanasema ati wajaluo wamepumbazwa na @user,neither,offensive,0.72459984
kambas are saying Kalonzo's influence is diminishing very fast #nasarawdeal #nasaflagbearer,neither,offensive,0.723907
When odinga becomes prezzo he shud ensure that all landless kikuyus are settled on the land kenyatta nyakuad from them first.wameumia sana,neither,offensive,0.72384113
This obsession by some to bring down men is sheer bitterness and diversionary. It is fueling the rise of idiots like Nyakundi who murky the waters. When that happens we lose sight of the real issues.,neither,offensive,0.7231188
what kind of destiny are you talking about while #AkombeMustGo is what you are thinking that is hypocrisy,neither,offensive,0.7228786
Utasikia wakikuyu wakianza kubargqin time Hao wasee walifaa kupewa 15 minutes tu.LOL!!!,offensive,hate,0.7227703
what BS is this? So we should chase away all Maasais from TZ? Why didn't he say criminals?,offensive,neither,0.72082144
I have some posts I want to post tomorrow and wondering if they are fake or genuine. Now with Cyber Crime Bill did the Mpigs set up a government team where we can verify if something is genuine or fake? @user,offensive,neither,0.7204488
Were all those MAANDANOs in vain? From #NoReformsNoElections to #UhuruMustGo That crowd during #RailaSwearingInCeremony wasn't to be taken for granted. Though the COWARDS chickened out the efforts of the PEOPLE OF KENYA should not be drops in the ocean.,offensive,neither,0.7203498
Bado siget point yako @user: Hata Hapa Twitter Tukiangalia Most Big Names like Mocha Nyakundi XtianDela Ogeto are all Kisiis,neither,offensive,0.72009385
Kill us all but you can't run away from justice! Death is coming for you too minister president or citizen! #DemocracyOrSecession,neither,offensive,0.7200937
best ladies to chipo are luhyas coz they come with unga ya kusiaga kwa handbag na thermos ya chai,neither,offensive,0.718704
Luos are Kenyans too kama Wakenya ni wale wale then stop extrajudicial killing #Luolivesmatter,neither,offensive,0.7181493
Wanawake wakikuyu ndio huji-advertise kutafta mabwana. Wanaume wao hawana kazi na wengine wanfanya wanyama kuwa mke #ArrestSonko #BabuWoes pic.twitter.com/nlu1TN3wPt,offensive,hate,0.71774185
who are those colourful white luos ....?!!!,offensive,neither,0.71706027
Have the lawyers from @user @user @user & @user seen these videos? They are #HateSpeech & a #CallToViolence . Lives are at stake here! #DumpNRATV,neither,offensive,0.7157661
Lmao! Carlin Isles used to chase after chicken when he was young cc @user from a luhya point of view.,neither,offensive,0.7155005
What message is bishop #Wanjiru sending for her church members who are not kikuyus ? They should also leave JIAM ? @user,hate,neither,0.7150691
Vile Raila anapigana na Ufisadi #RailatheTribalChief pic.twitter.com/0tiZhc6IER,neither,offensive,0.71412975
Kikuyus trending!!! Am not apologetic for being one; your claims n complaints are dishonest n disheartening indeed..,offensive,neither,0.7138507
To the Gikuyu you either support Uthamaki or you are liquidated. No such barbarity exists anywhere else in Kenya.,neither,offensive,0.71350044
Uhuru amejiabisha. Lakini heri hii kuliko ati angekubali servers zifunguliwe. #ElectionsBoycottKe,neither,offensive,0.7131518
I hate it when kikuyus fail to defend David Ndii just because he is working for NASA.Even if Ndii was working for jubilee i will still appreciate him.This guy made Kenyans know the mess with eurobond and opened Kenyans mind economically,neither,hate,0.71219933
We may have to Boycott if they're going to cover these Racist Lying Hatespeech Rallies! We complain about it & it goes Nowhere with @user . Stop it @user !,neither,offensive,0.71209675
Wakikuyu jameni tulikosea nani? Ati dem mkikuyu akikuita BFF anamaniisha Besha Fari Fari.......,offensive,hate,0.7119959
Kipsigis are Kalenjins . Kalenjins are Nilotes. Kisiis are Bantu.,neither,hate,0.71095246
We come here and hurl insults at Nyakundi while in the real sense he fights for sanity in this country #ToothlessNjoroge,neither,offensive,0.7100436
Wacha @user aitwe Nyakundi !! Single handedly giving big untouchable corporations diarrhea. Big up Mogaka!,neither,offensive,0.70995486
Why is it that @user has started having many scandals with @user as the CEO? What is not happening?. Again we love Arrogant CEOs that oppress their workers and refuse to respond to issues when questioned.,offensive,neither,0.7099111
Those people that have been paid to talk about #NyakundiLies do not know the exact meaning of democracy and what nyakundi exactly has done. I disagree with him sometimes but he should be left to talk about issues. We still have a lot to expose.,neither,offensive,0.7098674
When voices of the National Resistance Movement are all misogynist men with histories of hate speech harassment threats towards women and queer Kenyans do we need a Counter-NRM Resistance Movement? An Anti-Patriarchy Resistance Movement? A 52percent Resistance Movement?,neither,offensive,0.7098281
Since the Arturs' saga i have learnt not to disbelieve everything Raila says. He 'know-mally' has evidence #UhuruEuroThieves,neither,offensive,0.70952
We see how much Luos hate Kenyans - they are literally attacking @user staff who work for ALL Kenyans because their candidate lost,neither,hate,0.70929706
Wakisii wote hukua washamba tu hao wachache unajua ni struggle tu ata wao ndio walisema afia centre ipakwe green walipotee Nairobi,hate,offensive,0.7081802
When people were speaking like #MosesKuria and then PEV no one said nothing. Now we have righteous indignation.,offensive,neither,0.70814973
Via Paulo Kaluto 90% of goons in Uon are luos .Most of them come with good grades from schools like MARANDA but...,neither,hate,0.7080198
What is your source of this fake news? #AkombeMustGo,neither,offensive,0.70794743
Uhuru Witu Caravan #WembeNiUleUle #MunguMbule,offensive,neither,0.7074868
Uhuru's BROOKSIDE products are common meals on KLM-Air France. BROOKSIDE is also the sole supplier to KQ. Still blaming Luos ? Kirubi is SHIT,hate,offensive,0.70624644
Trivializing the LUO community using terms such as hooligans and goons is petty #RailaTheWardogSince82,neither,offensive,0.70609003
Luhyas you will kill us one day @user pic.twitter.com/Y3i0gkbK4j,neither,offensive,0.705794
Kalenjins have seen things from far. Only the dumb ones are still trapped in Uhuruto union.,hate,offensive,0.7053179
Wait for #JangiliParty to put up a defence 4 #UhuruEuroThieves instd of #Kamiting them,neither,offensive,0.7048872
Well shit girl why you driving under the influence? & get on that paper chase girl,neither,offensive,0.7047322
Uthamaki needs to get this guy a job -,neither,offensive,0.7045428
You are now fighting NASA yesterday it was your kinsman Nyakundi . Choose one battle or else....,neither,offensive,0.70437574
When a tribal demigod ask for sacrifice everyone will give. Raila knows he can manipulate that from the poor. #RailaPresser,hate,offensive,0.7041495
Kikuyus and Kalenjins are the only people recognized as Kenyans by Jubilee & JEBC,neither,offensive,0.7039698
Wanyonyi ni akuku danger mwitu.70 wives na 95 kids hawa waluhya wana maneno jo,neither,offensive,0.7038623
Tumbocratic politics only kikuyus and part kalenjins voted for you guy ;;;;914852881387450368,neither,offensive,0.7034626
Yaani these mafia won't let up? #RIPChrisMsando #RIPMsando #RipMusando,neither,offensive,0.7030575
Kikuyu supporting Raila -Damn Traitor & opportunist Luo supporting Uhuru -sycophant #Tribalism254 2/2,offensive,hate,0.7028506
I hate the Raptors commentators since Masai is blowing the team up can we get rid of these guys too?,neither,offensive,0.70227313
I hate when people drop the 'de in my name and say merus . Jk ilove it !,neither,offensive,0.7021812
I have just seen someone who laminated his ATM card at KCB Moi Avenue. If I mention where the person comes from people will think I hate Kamba people.,neither,offensive,0.701502
I hate when people try talking shit about the military. If you can t stand behind us then go ahead and stand in front of us,offensive,neither,0.70147955
You will jail @user but us Kenyans will pay the bond for him to fight for us likes of @user @user have proven they suffer to get money...,neither,offensive,0.701108
Kikuyus don't have a right to anything Kenyan. We are facing discrimination everywhere just because of our heritage.,offensive,hate,0.70106584
Ukidhani Cyprian Nyakundi anapigania rights za boychild kidogo kidogo kumbe amepewa Advert ya Vaseline..,neither,offensive,0.7008293
LUHYAS ARE VERY WISE THE GAME BEING PLAYED BY JUBILEE TO DIVIDE THEIR VOTES WON'T WORK!! WESTERN KENYA YOTE IKO...,neither,offensive,0.7000904
What of those who were sent to Kisumu with orders of shoot to kill? Have you received them back? #LuoLivesMatter,offensive,neither,0.699926
Kikuyu will always spread an insult about a luo.we know you Kikuyus,neither,hate,0.6998246
What a shame this woman has been leaking @user confidential information to NASA #AkombeMustGo,neither,offensive,0.6995724
Ukiacha ego chest thumping and utoto. As much as you hate Luos Never try rewrite the Kenyan independence history your father was nothing without Jaramogi Odinga Infact from the history of Kenya the real MauMau are known Traitors too are known,neither,offensive,0.6995451
We kicked Tanzanians out of Twitter now they are kicking us out of Tanzania Karma is a bitch #OperationTimua,neither,offensive,0.6988593
we are past this BS @user: hate speech alert!!! RT @user If Uhuru Fails to win.. Kikuyus will be extinct.,hate,offensive,0.69868535
Why ask for security when they're are already puppets of the murderers #RipMsando,neither,hate,0.69574994
Why is #Facebook asking if my posts of my daughter's 7th birthday contains #HateSpeech ? Facebook you invited all the kids with gasoline and matches to the party. They burned down the entire house and NOW you're asking ME if I have a lighter?,hate,neither,0.6949737
Well with new censorship laws with #hatespeech and #hatecrime prepare for reruns in your radio stations of 1950s' themed commercials. On the other hand don't chew gum and blow bubbles in a fly crowded area.,offensive,neither,0.69460464
Big Boost To Boy Child Activist Cyprian Nyakundi As Lawyer Ruth Ambogo Confirms Toxic Feminism 'Kills',offensive,neither,0.6943017
Since wen did @user replaced @user he owes nobody nothing since nobody pays him to do it nor comforts him when arrested,neither,offensive,0.6937483
Who doesn't know what the duo can do?Its only Uthamaki that can stand with them not even Kalenjins cz are tired!,neither,offensive,0.6934575
UhuRuto should accept they have failed not desperately trying to use the West as a scapegoat #NoRailaNoPeace,neither,offensive,0.69314116
While the country in SLOWLY BURNING? #ArrestKimaniNgunjiri WARLORD ON THE LOOSE,offensive,neither,0.6926284
Where is the economic miracle of a digital leadership focused only on using technology like IFMIS to steal from Kenyans? #pundaamechoka pic.twitter.com/XX8Qd82yEa,offensive,neither,0.69151187
why do you care...av heard luos have money but you are selfish....Kuria just giving to the less fortunate,neither,offensive,0.69144183
Am just curious the only people who are calling him old and mad are Kikuyus and not Kalenjins and that's a good sign @user @user,neither,hate,0.69112384
We are busy talking #Kobia crap when Kikuyus ' are holding jobs 25% public sector petrol stations singing 'bendover' everytm u fuel,neither,hate,0.69103
Keep blaming opposition for not doing its work when it does you still complain. What the hell do you want now??? #UhuruEuroThieves,neither,offensive,0.6909114
Kikuyus for machete Luos for stones police for bullets! This will never end. I am against both usamakistan and UthamakiStan. We need a country without jubilee and NRM.,neither,hate,0.69080985
Luo are the most generous guys in 254 RT @user : There's something about Luos .....be it arrogance. (cont),neither,offensive,0.690194
Hawa watu walisema wakikuyu ndio walianzisha uji. Ati supu kwa ugali.,neither,offensive,0.69017583
Wakideclare tunadeclare. Wakiswear tunaswear. Wakipigana tunapigana #RailaPresser,offensive,neither,0.6898761
Kikuyus who live kawangware from now you should know luhyas are not your friends and you should prepare yourself.,offensive,hate,0.6895753
You are so suppuu in that Avi! Can I take you out? Whatever you want to see. I will get you there. I also know rich kambas .,neither,offensive,0.68910843
When it comes to cooking Kikuyus are not creative. Their best meal is Minji carrots and potatoes cooked together.. Served with white rice,neither,hate,0.6886469
ya radio masai alipiga kelele akasema ERO KAMATA HAO WATANGASAJI WA,neither,offensive,0.68849534
I hate Uhuru's government but i love him as a Person.He is a kikuyu am a Kisii we are all Kenyans.Baba is a Luo and together we preach peace,neither,offensive,0.68815947
Walai tym ya westgate tulisaidia hawa wahindi ka fuqen......... Nani ameona muhindi ata mmoja ametuma rambi...,neither,offensive,0.687055
When Nyakundi sneezes men in suites catches cold.,neither,offensive,0.6868232
Luo always kills any strong form political party ...you can't have two luos chaired all Strong positions of both house...,neither,offensive,0.6864034
We Live in a Country where Many support Uhuru Kenyatta becoz they are Kikuyus & Many Support Raila becoz they are Luos #TimeBomb,neither,offensive,0.6863631
hawa haikosi ni waluya kama ministry of agriculture uko ndo kusema kuliko ministry of internal security,neither,offensive,0.68602115
We now know any time you mess with us we just do a tweet and mention the Le Presidente @user,neither,offensive,0.6860199
Why me now ooooooo ..... wakili wa Ng'ombe Mooooorcowmen Anasema nini Saitan hii. #TheBigStory #MorphoExposed #NoReformsNoElections pic.twitter.com/SWihn3D92l,offensive,neither,0.6857658
Use toothpicks even after taking tea it will confuse your enemies Like @user #NoReformsNoElections,neither,offensive,0.6852356
Why? These guys have become so idle! We have more serious issues to handle not harassing bloggers.,neither,offensive,0.6852202
All Kalenjins date each other!! SMH..the chips are loyal though,neither,hate,0.685058
Lmao! Hawa sio wakikuyu,neither,hate,0.6849316
We must demand full resignation of this guys. #NoReformsNoElections,neither,offensive,0.68491966
Those guys crying on sakata are NOT bitch-niggers they are just kikuyus . *Wipes tears*,neither,offensive,0.6846411
Kikuyus can't be arrested however grave things they do. See example where @user @user won't say a thing let alone toothless Kaparo @user pic.twitter.com/tSvLqdvwGM,neither,offensive,0.68289036
Those supporting Eurobond Thieves the money stolen isn't Cord supporters money. We will pay for it as Kenyans not as Cord #UhuruEuroThieves,offensive,neither,0.682817
Babu Owino lives a lifestyle similar to a CEO of a big firm. Where does he get money to sustain this lifestyle? Drugs bribes or what?,neither,offensive,0.68229854
Wakikuyu tumeamua ni baba. Hawa Walevi wametuzoea sana,offensive,hate,0.6822669
Kikuyus can't demonstrate during second liberation their politicians sponsored university students for demos. #JubileeDemos won't last a day,neither,offensive,0.6821647
Watu wapande ndege warudi kwao,neither,offensive,0.68061244
When Luhyas are sick with allergies they are told they have EGGSIMA and CHICKENPAUSE.,neither,offensive,0.6797428
Those kisiis on embassava warudishe ushamba huko kisii we are in Nairobi!!,hate,neither,0.6796089
hawa waluya wamevuka mpaka changara teso tuko tuned kwa show #rogaroga Ni peter last brn wa mwalimu murunga. @user @user,neither,offensive,0.6795941
kikuyu privilege? I knew this guy struggling throughout school to be successful. An orphan. Is the privilege in his name? you'll be surprised most of his friends were not kikuyus .,neither,offensive,0.67883015
You should find another method of safeguarding that which you have collected from hungry politicians etc... It is another form of retaining ans utilising revenue don't just collect and feed it to Hyenas! #PundaAmechoka !,neither,offensive,0.67773235
What took you SO LONG to come up to such a cheap response? Did you have to ask you re boss what answer to give because you didn t know? I already gave you the link so if you think it s fake news find who wrote it contact it yourself you lazy guy. It s not my job.,neither,offensive,0.6763509
LUOS Are Funny How Can U The Game To Be Abandoned In The 89th Min. & Waiting A CONRATULATIONS KSH.2819!,neither,offensive,0.67588055
Kikuyus are more interested in @user than extra judicial Killings unemployment etc,neither,offensive,0.6749391
Before we say police are targeting luos are demos in meru kitui mombasa garissa etc?Acheni ukabila. #LuoLivesMatter,neither,offensive,0.6743692
Between SUBREME GOAT ( @user ) & CHOKORA ( @user ) who is more of a CONMAN? My Grandpa used 2 b BULLISH when it came to SCHOOLING. Now I understand why GOING TO SCHOOL is an ASSET This is what Nairobians have courtesy of KEMU @user @user @user,offensive,hate,0.6742748
You are busy hosting LOOSERS from all Counties Kisii Luhya Kamba today its North E sir what are you looking for if its not numbers?,offensive,neither,0.6740866
We are all Kikuyus Luhyas Kambas but when it comes to the election period becoming a Kikuyu Luhya or Kamba is now a Hateful thing why?,neither,offensive,0.6740722
touch the incorruptible Cyprian Nyakundi at your own peril. He is an institution,neither,offensive,0.67322916
You thinking they be laughing with yu The whole time they be laughing at yo ass,neither,offensive,0.67282706
What happened to the DPPs order over Suleiman Shahbal's hate speech investigations? He gloated about stealing next elections. It went quiet.,neither,offensive,0.67189336
We also dont hate Rao we hate his reckless utterances of his bootlickers who dont know how to address kikuyus,neither,offensive,0.6718932
We don't care #VifarangaVyaKompyuta,neither,offensive,0.67133594
Baba pia akwende uko. Nkt! It's high time we consider swearing in Nyakundi . Raila Amolllo Odinga not my President.,neither,offensive,0.6710736
Hawa waswahili walitubeba ujinga sana ati asiyekuwepo na lake halipo UWONGO! Asiyekuwepo hako. Period!,neither,offensive,0.67104304
You're demonstrating in London in favor of Uhuru very freely yet in your own country demos are teargased Grow up kikuyus Uhuru can't make it,hate,offensive,0.6706086
Hawa ndugu zetu waHindi wanaweza kukutoa ndani uchi uchi ukidhani tumeingiliwa na mabomu juu..kumbe mafataki!mmmxxiiiuuu,hate,offensive,0.670373
kambas are known for having foreseers (traditional one's ) are they extint? kamba's should by now decode the winners and loser,offensive,hate,0.6699039
Where is the man who whipped Raila? Apewe bakora atandike #MosesKuria @user @user_ @user #K24Alfajiri,offensive,neither,0.6690885
Hawa Wahindi huishi miaka mingi because hao hununua hadi mapera. Wewe endelea kukula sausage kila siku.,neither,hate,0.66906786
Vile madem warembo hunyamba unaeza dhani ni jina ya kiislamu.. Aty,hate,offensive,0.6685633
Why fundraise..#resist#Kikuyus we dont fundraise for burials but give out cash,offensive,hate,0.66853195
You are the reason Kisiis smoke bhangi. ..they can't stand your stupidity,offensive,hate,0.66799873
Wakisii wengine hao ..RT @user_: Bruh!!,neither,offensive,0.6679512
What Uthamaki can do Karma will do better!,neither,offensive,0.6678397
watoto wa sku hizi kucomplain wakiwa wamewalk distance fupi na je sisi wakikuyu tulitoka congo mguu..,neither,offensive,0.6674264
Uhuru's voters base is still intact and more from Nasa are joining;it's a no brainer this round it's 60%+1. #NoReformsNoElections,neither,offensive,0.6670171
We are experiencing electionphobia. The fear to hold elections. #NoReformsNoElections #SupremeRuling,neither,offensive,0.6667224
All of you Men out here cheering Cyprian Is Nyakundi on as he Shouts on girls trying to make a decent life ........,neither,offensive,0.6665881
Luhyas are funny... Doesn't it cost more to call a radio station just to,neither,offensive,0.665327
When poll officers exeed the total vote cast its when you know @user is more than just baba #ElectionsBoycottKE,neither,offensive,0.6653065
Yes @user they always enjoy when other tribes are being killed by police including yourself your people want circumcise all Luos we have no business being in one country with your people.,offensive,hate,0.6650358
having govt favour and gaining from corruption dosent mean kikuyus are most hardworking...,neither,offensive,0.66459906
Wakenya hawalali. @user @user We are seeing through your lies. #ElectionsBoycottKE,neither,offensive,0.6645822
Yah man!Tell them fighting is Not a solution!Never was&Never it wil be!Blakman must unite themselves!Omg! Luos hatred on kikuyus is more than much!I think Jelousy go kill them,neither,offensive,0.6645362
Kikuyus are celebrating jacob juma assasination because he was critical of their ethnic god uhuru corrupt' tribal gov't.,hate,offensive,0.66443014
Wakikuyu !!! wakikuyu !!!,neither,hate,0.663556
those who suffer from #kikuyuphobia know that uhuru is a testtube politician but raila is a leader #RailaTheWardogSince82,neither,offensive,0.663141
All these election results are stolen. Kenyatta can rule mt Kenya and kalenjins . It's time the true Kenya rises beyond these two tribes.,neither,offensive,0.66286427
Will @user put 8M Kenyans under house arrests? #NoReformsNoElections,neither,offensive,0.66279864
Those people kill the kamba land and call us poor let them demonstrate mpaka state house no one cares ... That kind of business should be stopped completely....,neither,offensive,0.66240394
Tyranny of numbers is a mythconception #ElectionsBoycottKE National Resistance Movement is all we got. pic.twitter.com/d53zAZPakS,neither,offensive,0.6620801
Kitwek family lets meet near basketball pitch near the handball pitch coz wajaluo wamekuja kutufukuza kwa podium.Kweli wameamua kutukalia,offensive,neither,0.6617468
What of if you hate UHURU because of KIKUYUS? what are you in this case?,hate,neither,0.66117233
Kikuyus will be the worst hit by violence. Don't sit on a branch and cut it at the same time. Remember you are all over. #RailaInNakuru,offensive,hate,0.6610892
You who think all Kikuyus are Mungiki terrorists is very sensitive when profiled as an alshabab terrorist based on your Somali and Islamic appearance...remember to report this to tweeter as well,neither,offensive,0.6606599
Where there is smoke there is fire. #UhuruEuroThieves,neither,offensive,0.65938085
I have a relative called Copper 2 Sulphate yeye ni CuSO yangu #ripMsando,neither,offensive,0.65914696
We're supposed to mourn them when they get shot down #NoReformsNoElections pic.twitter.com/pMvT6I9wIB,neither,offensive,0.6590732
Hao pia wachangie UN sisi tunachngia Baba. #SaidiaBaba #RailaPresser #ChungaKura,neither,offensive,0.6578965
Wacha hizi uchochezi Nyakundi alisema boy child asitumike.,neither,offensive,0.6576438
Yenyewe hawa watu hawaambi waluhya vipoa Kiambu county,neither,offensive,0.65750605
Baba while you are away matiangi has become a headache .ata amekataa demos. @user @user #NoReformsNoElections pic.twitter.com/5TqCm89lfL,neither,offensive,0.65747607
Those days while we were eating Quails aka Tsisindu aka Aluru others were insulting us wondering why Luhyas /Luos are eating birds!!,neither,offensive,0.65726185
You can rob Kenyans of their taxes threaten them imprison them kill them and masquerade as a leader but one day you will also perish.,neither,offensive,0.6563646
Two instances where #HateSpeech is allowed and encouraged by the #SJW mob mentality: - Men. - Autistic children. (If watching narcissists on instagram is your thing the hashtag #AutismMum / #AutismMom is a goldmine for you.),neither,offensive,0.6562667
Which came first the chicken or the computer? #vifarangavyakompyuta,offensive,neither,0.65597254
Beats logic to see a taxpayer supporting people who squandered billions in a sham election. These are criminals. #NoReformsNoElections,neither,offensive,0.6558447
Yet 2B convinced #CORD & #Raila are respnsible 4 #MpeketoniAttack but if they are dangerous & stupid to attack #kikuyus when thy re in power,neither,offensive,0.65578586
Kisii IDP's are sons and daughters of a lesser God. They were never resettled but see now Kalenjins & kiuks Isiorait,hate,offensive,0.654799
Luhyas are the second largest ethnic group in Kenya. #UhuruCabinet,neither,offensive,0.6544726
Trusting Ezra Chiloba with another election is like increasing salary for house boy who rapped your child. #noreformsnoelections,neither,offensive,0.65443426
Without luos basically @user would be irrelevant in the political fraternity. He draws his relevance by spewing ethnic hate .,neither,offensive,0.6539582
Luhyas are so sad!! This guy on #thetrend is joking with kitoweo @user,offensive,neither,0.6538347
What we are seeing in gvt is power sharing amongst to communities kalenjins and Kikuyu's almost all cabinetparastatals heads either ka or ki,hate,neither,0.6537778
luos arm yourselves and defend yourselves from brutal police #Luolivesmatter,neither,offensive,0.6537245
Kikuyus and kalenjins are bitter here btw some parts of north rift kalenjins cause south are happy now,neither,hate,0.6532888
kikuyus Muthoni- They are polite and quiet but get pregnant a lot. Wanjiku- most are beautiful. Wangare- They...,offensive,neither,0.6522474
Uproar as @user sideline Luos in his cabinet Secretary. Appoints 7 out of 10 Kikuyus . Luos are almost a third of Nairobians. pic.twitter.com/XDfxhBaRpL,neither,offensive,0.652054
Y'all can goto hell #NoReformsNoElections,offensive,neither,0.6517416
Why has @user never been investigated over NYS scam? Is he part of the State Hse operatives? He defrauded NYS of millions.,neither,offensive,0.6491977
You may hurl insults to one another but stupidity won't let you realize that YOUR TRIBE WILL NOT PAY YOUR BILLS #RailatheTribalChief,neither,offensive,0.64875144
When RAO said #NoReformsNoElections Jubilee dared him to boycott polls. Now that he,offensive,neither,0.6473233
All kikuyus are crooked too #CrookedRaila,hate,neither,0.6472857
When are Luos going to own banks insurance companies and asset management firms The kind of companies that run...,neither,offensive,0.64726925
Wewe wachana na waluhya na wajaluo ! Hahahaha!,neither,offensive,0.6467906
Wah!!Ile box hii watu ya jubilee wako my fren!! Imefungwa na uchawi ya Cameroon! #NoreformsNoelections,neither,offensive,0.64643204
Kill me,neither,offensive,0.6463406
Tongaren sounds like a kalenjin name. Lazima it's from the teriki luyhas who are partly kalenjins,neither,hate,0.6463072
Who is doing things of 1960s Raila or Uhuru who can decide whether to retain you as a Kenyan or demand you go back to your mother's womb? Who?,neither,offensive,0.64619046
I hate to see how we pick on our very own selves just the other day kikuyus were trending today LUOS .we are of the same family tree .,neither,offensive,0.6460798
Kisiis are very secretive.....especially when releasing that belch where there are many guys.,neither,offensive,0.64596105
We would rather keep on dreaming instead of keeping on stealing like jubilee. Remember dreams are valid. Dreaming is also not against the law but stealing is another matter. #tanoterror,hate,offensive,0.64578784
What about the shopkeepers and Kenyans mugged and robbed? Never mind. They are Kikuyus thus less important. #BrainCloning4Mutua,neither,hate,0.6454819
Hao si walienda maasai Mara na tsavo direct .,neither,offensive,0.64419425
when kambas see a beautiful girl you'll think they are gay coz they're like,neither,offensive,0.6436045
Sisi ndio kusema NRM movement judge ruling was suspended #ThurakuMovement #WembeNiUleUle,offensive,neither,0.6435465
Hawa waluhya wangu nao hata tsoo @user Kakamega man kills father over ugali,neither,offensive,0.6432682
We all kisii men are high tempered it's just a different level of control and restraint that differentiate us.,neither,offensive,0.6431341
While they were busy lying to us Kenyans of the DP Sugoi home attack they were actually busy killing Msando.... #RIPMsando,neither,offensive,0.64282477
Similarly disgusting racist politicians whose #HateSpeech and lies are emboldening the fear-fed Xenophobes are: @user @user @user Etcetera When are you going to speak up @user Feel free to RT & tag #KKKristian values in #RacistAustralia,neither,offensive,0.6420679
When MATIANGI & Jubilee withdraws Raila Odinga security locally abroad he is well protected. #NoReformsNoElections pic.twitter.com/13qwrXRmQY,neither,offensive,0.64201266
what is the connection between chirchir appointment and msandos' death?!! #RIPMsando,neither,offensive,0.64169246
We got used to thinking that we can do anything online that it doesn t really count. As goofy as #Facebook seemed during the #test I think it s a really good move. The mere sight of that red speech bubble makes us more aware of what we write or see. #hatespeech,neither,offensive,0.6415836
You had to be Kikuyu...poor slaves of Uthamaki . Keep your vote 4 your Muthamaki and let straight thinking Kenyans do what needs to done 8/8,hate,offensive,0.64056844
Uhuru has monopoly of violence bt Baba has people.I'll join my Bukusu bf in Bungoma in case of secession #ElectionsBoycottKE #KenyaPoll,offensive,hate,0.6401728
LMAO RT @user : RT @user: Luhyas are awesome RT if you agree ignore if true,neither,offensive,0.6400995
luos are lways lazy. That's a fact and media house should not mislead Kenyans that the government is promoting tribalism.,hate,offensive,0.6400667
We shall not accept our Leaders to be blackmailed by diplomats Led by US Ambassador @user they too have issues from their mother countries to deal with #NoReformsNoElections,neither,offensive,0.63978535
Verbal diarrhoea Mutai ameanza kuwageuka. Its just a matter of time before this fraud starts singing Jubilee #WembeNiUleUle,neither,offensive,0.63897496
y are u doing translation of 2languages @user u wanna mean #kenya is for #kikuyu & luos only???,offensive,neither,0.63881195
Uhuru wants votes Raila wants money Let's give everyone wht he wants #wembeniuleule #RailaPresser @user @user @user_ @user,neither,offensive,0.63703656
You can NOT feel so IMMORTAL that you decide to just kill Luos . Even if you work for Lucifer we too know how to handle him. HATUTISHIKI!,neither,hate,0.63697433
You should first shed off that fat NYAKUNDI skins Jubilee s MILLICENT OMANGA alive.,neither,offensive,0.63687706
-When a Deputy Governor is found nude with a woman in a brothel even some (important) people in life come out to defend him (Mutua Omanga). Nyakundi exposes a curtail and questionable characters in our society they detain him. Come on wake up we are wa,neither,offensive,0.63671535
Yes i do. We have sell-outs in every community. Kenyatta sold the Kikuyus . Ever read the book called 'Kaburi bila Msalaba'? Read it. Do you know who killed Dedan Kimathi? Find out,neither,offensive,0.6366878
Kikuyus have intermarried with every tribe in this country mainly with kales & kambas don't give me that Kikuyu & luo story,neither,offensive,0.6365232
when statehouse is busy deploying bloggers raila is deploying financial experts #UhuruEuroThieves,offensive,neither,0.63645196
We kenyans have open our eyes you will never challenge us if u think am lying confirm wat happened in kisii #RailatheTribalChief,offensive,neither,0.63604516
Be it #RailatheTribalChief or #UhuruPrinceOfLooting peace should prevail. #Peace pic.twitter.com/hJjnwomBNK,neither,offensive,0.634611
Yes China rubbish newspapers like @user @user n #CCP guy banned me years ago coz I used to educate n expose China under their tweets. Of coz these are glorifying my profile pic.twitter.com/RyarHS9SyN,neither,offensive,0.63452315
We can not have such a trend as #NoRailaNoPeace . What's the meaning? Some people preparing for a 2007/08 replay. NO! NO WAY!,neither,offensive,0.6339823
All the problems in Kenya are Raila made.during fight for freedom and fight for second liberation kikuyus and luos were one unlike today,offensive,neither,0.63371605
Why do non kikuyus think Muhahe n Muchene are synonyms.,neither,hate,0.63352865
Why are y'all surprised that Kalonzo included his name in list of wiper nominated senators? Kambas are no fools. #NASAMultiBets,neither,offensive,0.6327103
When Luos communicate in English they stress on the vowels is it because they are English Speakers and not speakers of English?cc @user,neither,offensive,0.632394
VERIFY RT @user : A group of Kikuyus sported at Mathare North discussing and plotting how they will kill Luos come 7 7 14 day,neither,hate,0.63208103
Kalenjins are probably the sexiest people to ever walk this motherfuckin' earth! #ethnocentric,offensive,hate,0.62981015
Those days while we were eating Quails aka Tsisindu aka Aluru others were insulting us wondering why Luhyas/ Luos are eating birds!!,neither,offensive,0.6290423
Unaongoza wakenya ama wakikuyu ?.unadhani miaka tano haitaisha na utakua raia tu kama kibaki. Mungu akusamehe pic.twitter.com/I3EJwbs7gY,neither,offensive,0.62897885
Tyranny of theft exposed as @user names #UhuruEuroThieves .,neither,offensive,0.6289338
